EntityInternalID,NetSalesCurrent,NetSalesPriorYear,InterestExpense,NetIncomeCurrent,NetIncomePriorYear,CashMarketableSecurities,AccountsReceivableCurrent,AccountsReceivablePriorYear,InventoryCurrent,InventoryPriorYear,CurrentAssetsCurrent,CurrentAssetsPriorYear,TangibleAssets,FixedAssets,TotalAssetsPriorYear,ShortTermDebt,CurrentMaturitiesLongTermDebt,CurrentLiabilitiesCurrent,CurrentLiabilitiesPriorYear,LongTermDebt,CapitalExpenditures,AccountsPayablePriorYear,TotalAssetsCurrent,TotalLiabilities,AccountsPayableCurrent,RetainedEarnings,MinorityInterest,DateLastAudit,EntityName,DateFinancials,GuarantorTIN,GuarantorName,GuarantorInternalRiskRating,GuarantorInternalID,GuarantorFlag,LineReportedOnFRY9C,LienPosition,LineOfBusiness,InterestRateVariability,InterestRateIndex,InterestRateSpread,InterestRateCeiling,InterestRateFloor,CustomerID,InternalCreditFacilityID,OriginalInternalCreditFacilityID,IndustryCodeType,SecurityType,TaxStatus,StockExchange,IndustryCode,TKR,TIN,InterestRate,ObligorName,Country,City,CUSIP,ZipCodeForeignMailingCode,OriginationDate,MaturityDate,OriginalInternalObligorID,FacilityType,CreditFacilityPurpose,CommittedExposure,UtilizedExposure,CumulativeChargeoffs,PastDue,NonAccrualDate,InternalRating
fc408db1-e48b-4d93-8b71-6a61117ffb8a,206046,588969,8817,189641,324140,4470780,678368,427964,169833,284714,4122889,226735,5199278,1604611,4142394,506439,4192244,2461247,3761894,9428286,971477,513622,1317608,4923058,345843,1747506,82164,1980-04-18,Ayala Ltd,1976-06-21,671-94-2726,Justin Crosby,response,NA,No guarantee,19,Second Lien,American,1,Not applicable (Fixed or entirely fee based),NA,NONE,3.50,c6cfbc9c-984b-46e2-90d9-e74aca81f64c,4094efa7-5f33-45b5-8fb7-67148220dd18,9c44447c-32ce-426e-b731-17b24dce6c22,NAICS,7231,Tax Exempt,onto,713301,red,256-52-4943,6.46,Kim PLC,MU,New Robin,NV527024,00576,2014-08-24,2041-02-16,d514aa21-08b6-4b14-a243-8580ebbbab20,9,10,634354,264809,43512,287103,1983-12-25,along
721e3f34-3f16-4dd4-806e-4e5923cfe320,48627,540267,891,405838,217174,76321,211546,869303,369479,10075,4042194,730735,368115,1011849,8079925,779865,2656568,4641182,3305438,3669418,629772,560051,5528369,6249557,266830,2356340,71385,2000-09-20,"Allen, Shaw and Peterson",1985-12-19,835-97-4161,NA,parent,2b348be7-d1ed-43a2-bde6-fb3eee4514b5,No guarantee,9,Contractually Subordinated,necessary,3,SOFR,-8.36,NA,NA,6ca8092f-3a0f-4ecb-9e38-5f4bbd003909,376c750b-e46e-4949-b2b7-ec977271260e,c750f62f-7a97-43b9-860b-484f826827d6,NAICS,2317,Taxable,book,773294,day,878-97-0576,NA,"Hudson, Howard and Price",TO,North Brian,AG268196,11164,2000-07-07,2046-06-02,2c58c7da-44ad-465a-ac6a-27598fcfe3b7,3,1,363508,523854,80958,806233,2024-04-22,expert
ec831717-0dd2-4917-bc37-8d3328ecc44e,278514,212807,3834,388024,131165,2103383,879538,651782,246370,386515,4324950,3058982,8833794,2243420,3650751,4960926,3945950,1299578,4782158,2751728,442913,253295,6731368,5410897,962308,2602883,52719,1999-01-12,"Smith, Martinez and Peterson",1986-02-27,385-54-4798,NA,author,NA,U.S. Government Agency Guarantee,96,First-Lien Senior,strategy,3,Other,NA,17.7,7.55,66e0cb7f-6139-4b1c-a1b3-b96ca28df27c,669ccafe-b12a-4ead-8bca-36d610878a52,18a0cacc-df59-4bc3-bb37-faf8a486002a,GICS,2322,Taxable,win,185817,lot,NA,7.56,Mckee-Ward,SD,Willieborough,CI817981,96711,1992-05-07,2045-06-04,39a14ae7-cd7b-44db-b85b-3269b22fb3c6,4,6,605840,728200,NA,289071,2012-07-23,office
eb21fdbb-6b3e-4de5-8f76-8cddba8cefbd,293764,523793,45036,464579,424580,1708478,62971,129443,420107,94766,48944,4566841,411992,834976,6132861,4037311,493768,270342,28447,1448784,861623,488132,6772943,5490252,705923,492808,82076,2005-03-26,Harris-Baker,2019-10-19,NA,Carolyn Knox,college,NA,Full guarantee,94,Second Lien,lay,4,Not applicable (Fixed or entirely fee based),NA,NA,1.59,59775382-b272-477c-820a-ee7447c8e3cc,c0ef66eb-84af-427e-b3a3-8e491e37baf3,42f80f7b-4ec7-407c-b064-06005167b258,SIC,5367,Taxable,heart,619190,story,662-07-0063,NA,Schroeder-Gonzalez,TJ,Sherryville,YZ933003,95629,1993-08-26,2035-11-25,33d462ca-fbd2-46d9-ab72-14087ec28db7,10,7,497313,324060,NA,520205,1983-01-01,politics
a1ddf6dd-bd2a-4255-a5be-dcf62eea2091,601794,926290,9868,451875,96181,1572254,81915,272611,163848,223946,2254773,4819674,3078139,6839300,9680815,2659727,852049,3350363,1900506,3794307,309343,773973,9295190,6898321,699208,202778,33484,2014-09-14,"Farmer, Mckee and Gonzalez",2005-02-24,NA,NA,NA,NA,U.S. Government Agency Guarantee,28,Second Lien,produce,2,PRIME or Base,-3.95,NONE,NA,eaf0f806-8761-4e0d-a860-e6e07c2b4465,c8d17f1b-4e52-4971-8965-18034156cded,b53bbc4a-3628-4789-8b4c-1ed948e92c17,SIC,6581,Taxable,collection,87931,degree,NA,NA,"Bates, Hill and Giles",EC,Wallfurt,JO296476,88334,1986-06-08,2040-02-11,6704aa05-9a00-47a0-84f8-bba9ef471cda,7,8,645266,7154,NA,661075,2001-12-12,information
874587d4-15e7-48ee-9fa1-3958d0b6da3f,996922,893592,2332,405893,216431,3495412,677352,659341,246712,232798,248336,4561299,7011619,2751949,1732129,3951702,2124237,2022758,4453992,8766231,230246,938754,2836712,5535607,807515,941892,64274,2004-01-02,Neal-Harris,1993-01-23,862-55-4178,NA,NA,bbcd2c9f-778f-4d95-8788-441f881fe553,Full guarantee,54,First-Lien Senior,create,1,PRIME or Base,7.79,15.68,NA,c80ddb7c-7f0b-45f5-ac45-d050ce666a72,ba09700b-40e7-4854-bffe-7f88ed38fc4e,892fe16f-dcdc-4ecf-a2cb-d413c1c7700f,NAICS,826,Tax Exempt,radio,238174,charge,NA,7.42,"Fletcher, Wright and Taylor",MV,West Steven,AR346441,21271,2005-03-23,2044-07-13,597589cd-1c7e-4f1a-8ccd-51d73c4c2ae2,8,1,733647,935219,NA,104893,2020-04-16,have
3bc25b28-98cb-40c3-aa7c-c4597e324200,829479,823982,26072,12567,76406,2544348,288757,859147,30658,222758,2566814,4428504,8136674,1884621,9163262,4048061,484673,3373296,2735704,7171596,435199,764076,7331672,3662312,76825,1786520,28621,2019-09-08,"Henderson, Stewart and Dillon",1992-02-13,284-43-1222,NA,behind,1805c408-68d8-4257-ba3b-ef64b1df0815,Partial guarantee,73,Second Lien,fear,2,Not applicable (Fixed or entirely fee based),NA,NONE,NONE,338c291c-e05a-46c0-97a3-b8ddb0bf8fb9,f02291b3-ce31-4388-80da-7b153e3c3a38,f271d461-b22e-414c-afbb-60d363b6c6d7,GICS,5066,Taxable,season,268816,hospital,NA,NA,Peterson Inc,SN,Richardsonborough,NG689704,55942,1975-09-17,2036-10-04,e70fd0c4-4435-45a6-941d-51205ffd5717,9,5,118311,50921,NA,40809,2019-06-02,fine
40961b86-5da4-4ef0-b202-64d212beea80,50073,159988,10559,63725,273034,80412,933641,524783,98925,496970,1736098,2843842,2991705,7461013,1152107,2612653,3110589,547393,2411540,6613544,299482,388549,442652,6073514,812964,2329502,39427,2013-06-24,"Williams, Mendoza and Alexander",1992-10-10,845-71-9544,Marcus Snow PhD,NA,9fb3622f-09b7-4666-ab29-293f9b538d7f,U.S. Government Agency Guarantee,39,First-Lien Senior,note,2,Mixed,NA,NA,15.30,61fcbe5b-e5fb-41a3-baec-a254a22d5994,19a3b193-a95e-4ca1-907a-94d5d47693b9,2f2d80a2-98d0-4c7b-8e50-48298edabd5e,GICS,2485,Taxable,close,876340,born,NA,4.85,Bell Ltd,DM,South Michaelview,WN524275,36847,1986-01-05,2025-12-18,6ea0f7c6-ec59-4d7f-9330-2c8e4e6fca18,8,7,492213,798805,63997,528987,2012-04-22,but
58397370-96c5-4a43-8306-85255e8c5ba0,82424,580274,28328,41175,491693,4421907,913131,220418,121650,130504,707777,7739,8570543,7083758,3885780,1256625,3237670,891635,3018956,2570576,54295,102746,7208314,3075769,845003,4507952,77164,2003-07-15,"Snyder, Anderson and Salazar",1996-09-12,NA,NA,NA,dc0dda7d-1160-4cc8-af36-8f2fc0d8d6a7,Partial guarantee,65,First-Lien Senior,race,3,LIBOR,NA,NA,NA,9ef1a4c7-515e-4401-b19c-e1c5afd013f9,df565a4e-d41d-48cc-9fac-b0e1e35fae53,f49dcd11-eae9-4eda-95e1-83ffecaf9a5e,NAICS,772,Tax Exempt,business,962409,according,850-57-3131,6.27,Stevens LLC,SY,Kimberlyport,WR847006,43414,1970-01-06,2035-11-23,e34d4f18-2625-4906-a91d-aadb6f7a41a7,10,6,67217,881669,1207,176556,2006-01-12,place
57da996b-819d-4464-850a-b77e8ad40787,600221,539827,7032,11319,344490,1353893,596852,215556,105122,438843,759025,86540,5997183,4927081,6756558,4161569,2399985,4116481,3059032,6145383,435478,622836,6326603,5927909,334855,2537712,61027,1998-08-07,Cole Inc,1975-03-11,NA,Alan Drake,if,NA,Partial guarantee,17,Contractually Subordinated,anyone,1,PRIME or Base,NA,NA,NA,33fe2a29-eeb9-4c91-9c35-682a2a68892c,2769c07c-26d7-433b-a28f-c36a21dd863f,251751e8-6291-4602-9cfb-ada32d863d32,SIC,8575,Tax Exempt,actually,686566,dog,135-52-5804,9.32,Peterson Ltd,LS,North Brenda,GL565103,46374,1984-07-13,2043-09-11,ea0e8d0d-18af-4f78-94dc-60c8ac4bd4f4,8,1,577610,669743,NA,107680,1985-11-11,figure
3177b50a-3eb3-485a-8784-db948d646129,719999,708968,34666,151300,119746,261309,434858,755771,110308,244621,1101764,1943876,9332420,2587164,2120985,369405,3455491,1801918,4211100,4231550,997680,519117,7062983,6117357,316397,3403738,61959,2022-04-30,"Oneal, Fuller and Dunn",1994-02-20,163-08-1096,NA,someone,NA,Partial guarantee,59,Contractually Subordinated,appear,3,Other,2.71,NA,NONE,47b0e9ec-4b9a-4a2b-b9a6-15a72a30f613,f27bd38e-852a-4392-b75a-436d728a5fbe,f425abc0-20aa-4247-a5c1-a5ff55e18004,SIC,1674,Taxable,call,850807,when,624-71-4970,NA,"Carlson, Jennings and Ruiz",ET,Port Aimeeberg,SL258819,19753,2023-02-18,2032-01-03,489d22f5-d295-4bd2-97fa-6adc9349bc6d,7,1,787731,431414,NA,332366,1992-05-02,special
2ad42781-5a4e-470e-8d5f-6fc88da81231,176244,12336,47862,201900,72030,4040870,596373,781268,245188,381566,2554707,4871576,1694250,2075257,8667070,4979065,4164378,53474,3345512,6227550,616347,127391,8294078,2329191,650435,3787218,NA,2002-11-01,Fuller-White,2010-08-15,NA,NA,soon,NA,No guarantee,7,Second Lien,stage,4,Mixed,3.29,NONE,1.92,a22277ef-388d-4efe-8722-8a16c0093058,87e0379e-2719-4497-a6eb-5c0da3b2f93c,63ff9fdf-570a-4157-ad93-df819d904f62,NAICS,8586,Taxable,read,590996,worker,835-07-1875,2.17,Roberts PLC,BB,East Brittneytown,EW651052,69458,2007-04-08,2037-04-08,5cc81587-375b-4477-b27b-0412e15c9ac9,8,4,129524,597763,NA,493345,2012-09-13,adult
288c8e31-9aca-4c9e-a0c8-52275cdb0a8a,532303,437562,14082,474564,105471,4431200,10974,586150,472461,357291,2187838,61438,2489397,9927614,6509914,240511,4735699,823093,730667,1762794,657921,976640,6736891,2540269,649743,4946412,37461,2005-07-08,Beck-Myers,2011-01-06,NA,Stephanie Koch,NA,44037651-51cd-4c01-b2ac-531642979a3a,U.S. Government Agency Guarantee,69,Second Lien,general,1,PRIME or Base,7.10,8.58,NONE,cf258ba3-074b-4206-ac29-89bd353ed7b7,05e8e8ca-a8d7-44e7-9d1c-af230f4c7be0,656ed575-848a-4815-9dee-9001179a8190,GICS,7833,Tax Exempt,occur,208722,amount,NA,3.95,"Clark, Oneal and Dominguez",HN,North Aprilmouth,XX439566,32780,1976-04-18,2053-01-26,4c14df8c-9344-40f9-a7c8-fc71105aec27,5,7,485142,821542,NA,732202,1998-09-16,sell
6c57ba09-38bf-47a0-97c5-5fb7c8100f7d,206134,621887,45169,499846,254818,3861042,265671,260505,218788,432608,3509268,3122834,7656517,5457977,7741212,2238643,245334,1582645,2020264,4892688,960019,67837,3925608,1765560,133598,4458257,55307,1987-12-03,Patrick-Cain,1981-08-13,NA,Mr. James Cuevas,NA,545e1eef-142d-4917-ba80-77d43aecbcbe,Full guarantee,17,Senior Unsecured,grow,4,LIBOR,4.63,NONE,NA,1db3c828-9d7c-4324-8fd7-17a3f57c57e2,37aa754b-e571-4573-ab6e-ecea568261fa,42f64460-eb35-40f9-8961-941871905aaa,GICS,1208,Tax Exempt,moment,913627,finally,738-76-2241,4.73,Moody Inc,SB,Jermaineside,GY942245,35832,1971-10-18,2028-09-25,7ad18e8e-4cf8-4ed1-a1b2-af33ac80af13,4,4,544323,383361,NA,214248,2006-08-23,series
266f8fb3-9238-468d-b615-0b3a4e32202d,87888,456702,31806,427225,247481,390618,923286,563489,96389,271575,667751,3720376,6437410,8268656,187829,3706619,2931478,4939958,3990315,9947510,920200,259859,4643890,7231720,581734,723220,79983,1996-06-08,Nelson and Sons,2015-10-02,NA,NA,NA,19b429ab-a8b8-4bfd-b787-871630e2a3a1,Full guarantee,62,Senior Unsecured,stage,1,Other,NA,NONE,NA,a22f2a28-52dc-427e-87cc-4c6df3e8995c,c8784882-2203-4d1a-b12b-e5738d80dbed,ca5e7200-86cf-4a91-8e7e-2a8a4b8e6b91,NAICS,6114,Taxable,per,563599,gun,063-83-7711,NA,Brown LLC,ZW,Parkerborough,OD442033,72221,2023-12-25,2053-06-23,e5460281-12a1-44bf-8f4a-a92c496e4727,9,3,109467,218963,5813,523027,1987-12-12,place
8b5c9098-7421-4468-887d-50d6c1f46b9d,272041,842394,42725,224584,74213,2176978,626833,169556,404813,28212,3578231,461042,5621769,9940269,4950976,840944,2739273,4793208,4104831,1603705,743017,47273,4891555,6428374,166202,3823631,77479,1982-06-18,Garcia-Brown,1994-06-14,068-76-9159,NA,hotel,NA,Partial guarantee,14,Second Lien,rather,3,SOFR,NA,16.21,NONE,c0422044-f4fa-4853-9a52-f4f3cfd98e9a,f3c904f3-43f4-4b17-bd8c-30bee97e3479,68eed56f-b3e0-4ef2-a823-f7f0a4de02df,GICS,5917,Tax Exempt,wall,399924,behavior,210-59-5615,NA,Williams LLC,SO,New Gregory,KJ613474,78828,2002-03-26,2044-11-05,662108e6-caa4-402a-8165-c3cbfb52545c,1,5,398806,517553,35203,608187,2017-10-04,peace
ad9318d9-b096-4fa9-b23e-ff4dbc54e3a5,201224,307043,34688,36182,171370,1941794,316948,280418,354781,300795,2261472,1514220,6023886,4683296,6970462,960688,4391472,3354635,1195456,3803166,261531,379024,7686810,8203616,827188,4767523,13780,1979-02-11,"Jensen, Black and Moore",2023-12-22,084-07-2936,Danny Patterson,NA,NA,Partial guarantee,45,Second Lien,condition,3,SOFR,6.67,NONE,4.69,43eb619b-853f-4be2-861f-7fa47c1bcc0e,ede1d1da-8e45-4f84-96ef-e48d3a41527f,7038efa9-35fa-40ff-9c1f-f0a01cf27a18,GICS,6452,Taxable,guy,415323,face,NA,NA,Khan Inc,MZ,Mayoview,OV327531,79987,2007-01-03,2042-01-21,ce4d3885-f3d1-4851-86b1-31f1180bbacb,10,9,67818,663517,78551,306432,2006-07-22,make
86ead1cd-a6b6-4617-aa7e-cddcae0783e8,551370,898311,23163,365905,400818,323620,755013,704529,59125,43004,2645525,3790739,622121,3916960,222222,1315503,3549686,4594765,1525476,5671258,76202,113709,7303779,731339,837534,2259913,6477,1989-10-02,"Williams, Anderson and Ballard",2002-05-20,NA,Collin Gilmore,deal,NA,No guarantee,81,Senior Unsecured,a,1,LIBOR,10.45,NONE,NONE,8754383a-ee9b-411b-8369-d88c11bc2a22,871c8a34-3dd7-4b98-ae3e-5723eea50434,a0e17cc6-0ab9-4b18-88d3-b103cae06dc5,NAICS,320,Taxable,pick,514194,serve,560-12-3633,NA,Cameron and Sons,IN,Alexandraton,XJ754948,44222,2021-10-08,2045-07-10,0f978b1f-fed8-4189-b5ec-c9fabf622ef1,10,6,683019,55647,42957,754194,1990-10-09,represent
d08b5d46-20ad-49c5-bcfc-5a7cb7ea6db3,910307,611115,43761,98442,438602,3805556,701714,823952,272994,311641,1572798,3170930,2555402,954202,142790,732848,1007433,978881,1157209,7170537,584178,641497,6455034,6528082,490570,2277501,80747,2009-01-27,Conway-Roberts,1993-10-16,209-44-5739,Mark Pierce,NA,NA,U.S. Government Agency Guarantee,87,Senior Unsecured,stay,4,Mixed,NA,NA,NA,b5a04706-6d36-49b8-a8ff-67edd54ab5fb,bc0d3fb0-219c-499b-82a6-caa4bbb7f073,34105e46-8727-42c9-845e-3b64561814f3,SIC,3639,Taxable,concern,641883,economy,451-35-2018,8.61,Arnold LLC,BY,North Nicole,OQ252645,46875,2019-06-15,2030-09-14,348dcdf0-264a-493e-86be-1fbf519ac3fe,8,9,173298,453775,NA,483136,2021-05-14,building
